ラベル用備考,ラベル発行枚数,リテスト延長使用期限,リテスト試験日数,使用剤形,使用期限表示,保障期間,公差使用,分類,単価,原料ID,原料コード,原料区分,原料名,原料簿コード（サブ）,原料簿コード（メイン）,原産国表示,受入試験後使用期限,品質管理備考,商品名,商品名カナ,在庫単位（係数）,変更申請／変更指示,差分警告割合,正袋秤量,正袋重量,生産本部備考,画像パス,発注単位,荷姿,補正情報,製造所,規格,調達区分,販売者,風袋重量,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"8,100",538,B8101,通常,ヨーグルトフレーバー #7540,（未設定）,508 : ヨーグルトフレーバー#7540 ／ 別紙規格 ／ 高田香料㈱ ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給,ヨーグルトフレーバー #7540,ﾖｰｸﾞﾙﾄﾌﾚｰﾊﾞｰ ﾅﾝﾊﾞｰﾅﾅｺﾞﾖﾝｾﾞﾛ,g（1）,,1％,可能,1kg,【比重】規格:0.915～0.925、規格中央値:0.920,images\538.jpg,kg,1kg,,高田香料㈱,香料,購買,日本バルク薬品㈱,0.08kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"5,050",539,B0102,通常,ワニラエッセンス E-770,（未設定）,512 : ワニラエッセンスE-770 ／  ／ 高田香料㈱ ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給,ワニラエッセンス E-770,ﾜﾆﾗｴﾂｾﾝｽ ｲｰﾅﾅﾅﾅｾﾞﾛ,g（1）,,1％,可能,1kg,【比重】規格:0.960～0.970、規格中央値:0.965,images\539.jpg,kg,1kg,,高田香料㈱,香料,購買,日本バルク薬品㈱,0.08kg,,
,2 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,"9,600",540,C2203,通常,キキョウエキス,（未設定）,509 : キキョウエキス ／ 別紙規格 ／ アルプス薬品工業 ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給,キキョウエキス(アルプス薬品工業),ｷｷﾖｳｴｷｽ.ｱﾙﾌﾟｽﾔｸﾋﾝｺｳｷﾞﾖｳ.,g（1）,,1％,可能,10kg,,images\540.jpg,kg,10kg,,アルプス薬品工業㈱,別紙規格,購買,日本バルク薬品㈱,0.13kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,305,542,A2321,通常,L-グルタミン酸ナトリウム,（未設定）,520 : L-グルタミン酸ナトリウム ／ 食添 ／ MCﾌｰﾄﾞｽﾍﾟｼｬﾘﾃｨｰｽﾞ ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給 2014/1よりMCフードに名義変更→2019/4/1よりMCフードは3社統合による社名変更,グルエースV(L-グルタミン酸ナトリウム),ｸﾞﾙｴｰｽﾌﾞｲ. ｴﾙｸﾞﾙﾀﾐﾝｻﾝﾅﾄﾘｳﾑ.,g（1）,,1％,可能,20kg,,,kg,20kg,,キリン協和フーズ㈱(三菱商事ライフサイエンス㈱),局外規/食添,購買,日本バルク薬品㈱,0.215kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,740,543,A2112,通常,カラメル,（未設定）,511 : カラメルS ／ 薬添規 ／ 仙波糖化 ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給,カラメルS,ｶﾗﾒﾙｴｽ,g（1）,,1％,可能,2kg,2kg×6単位で発注,images\543.jpg,kg,2kg,,仙波糖化工業㈱,薬添規,購買,日本バルク薬品㈱,0.1kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"3,800",545,B3305,通常,スイートマイルド #30,（未設定）,534 : スイートマイルド＃30 ／  ／ 高田香料㈱ ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給,スイートマイルド #30,ｽｲｰﾄﾏｲﾙﾄﾞ ﾅﾝﾊﾞｰｻﾝｼﾞﾕｳ,g（1）,,1％,可能,1kg,kg入荷、L使用、【比重】規格:0.991～1.001、実績平均値:0.996,images\545.jpg,kg,1kg,,高田香料㈱,香料,購買,日本バルク薬品㈱,0.08kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"4,300",546,B3306,通常,ストロベリーエッセンス S-806,（未設定）,535 : ストロベリーエッセンスS-806 ／  ／ 高田香料㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ストロベリーエッセンス S-806,ｽﾄﾛﾍﾞﾘｰｴﾂｾﾝｽ ｴｽﾊﾁｾﾞﾛﾛｸ,g（1）,,1％,可能,1kg,【比重】規格:0.917～0.923、規格中央値:0.920,images\546.jpg,kg,1kg,,高田香料㈱,香料,購買,日本バルク薬品㈱,0.08kg,,
,1 枚,12 ヵ月,14 日,外用剤,表示なし,―,する,その他,248.6,548,A1432,通常,95度一般エタノール(発酵),（未設定）,547 : 一般アルコール95度（コニシ） ／  ／ コニシ㈱ ／ 金剛薬品㈱,,12 ヵ月,,95度一般エタノール(発酵),ｷﾕｳｼﾞﾕｳｺﾞﾄﾞｲﾂﾊﾟﾝｴﾀﾉｰﾙ.ﾊﾂｺｳ.,g（0.81537）,,なし,可能,14.677kg,【比重】規格:0.80872～0.81601、実績平均値:0.81537 L単価=304.9円 Kg単価=304.9×0.81537発注、10缶以上無税品,images\548.jpg,L,18L,,コニシ㈱,日局,購買,金剛薬品㈱,1.155kg,,
,2 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"4,150",55,A1117,通常,安息香酸ナトリウムカフェイン,（未設定）,020 : 安息香酸ナトリウムカフェイン ／ 日局 ／ ㈱静岡カフェイン工業所 ／ 不二化学薬品㈱,,12 ヵ月,劇物,安息香酸ナトリウムカフェイン,ｱﾝｿｸｺｳｻﾝﾅﾄﾘｳﾑｶﾌｴｲﾝ,g（1）,,1％,可能,10kg,,images\55.jpg,kg,10kg,,㈱静岡カフェイン工業所,日局,購買,不二化学薬品㈱,0.125kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,その他,930,550,A1129,通常,安息香酸,（未設定）,533 : 安息香酸 ／ 日局 ／ 伏見製薬所 ／,,12 ヵ月,福地製薬支給,安息香酸,ｱﾝｿｸｺｳｻﾝ,g（1）,,1％,可能,20kg,福地製薬支給の在庫消尽後、自社調達・スペラネクサスへ発注する。(2022.9.16納品分より),,kg,20kg,,㈱伏見製薬所,日局,購買,スペラネクサス㈱,0.25kg,,
,2 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,"6,800",551,A2322,通常,グアイフェネシン,（未設定）,545 : グアイフェネシン（アルプス） ／  ／ アルプス薬品工業㈱ ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給,グアイフェネシン(別名:グアヤコールグリセリンエーテル),ｸﾞｱｲﾌｴﾈｼﾝ.ｸﾞｱﾔｺｰﾙｸﾞﾘｾﾘﾝｴｰﾃﾙ.,g（1）,,1％,可能,10kg,,images\551.jpg,kg,10kg,,アルプス薬品工業㈱,日局,購買,日本バルク薬品㈱,1.2kg,,
"吸湿性あり,冷所保管",1 枚,12 ヵ月,14 日,液剤,使用期限,,する,その他,0,560,F0187,通常,スクラロース(プレジロン SU-200),（未設定）,（未設定）,,12 ヵ月,品質劣化目安:吸湿による固結,プレジロン SU-200,ﾌﾟﾚｼﾞﾛﾝ ｴｽﾕｰﾆﾋﾔｸ,g（1）,,1％,可能,1kg,甘味料(スクラロース)冷所保管,images\560.jpg,kg,1kg,,ツルヤ化成工業㈱,食添,支給,日本製薬工業㈱,0.015kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,主薬,"20,000",566,C1206,通常,イカリソウ乾燥エキス-A,（未設定）,（未設定）,,12 ヵ月,,イカリソウ乾燥エキス-A,ｲｶﾘｿｳｶﾝｿｳｴｷｽｴｰ,g（1）,,1％,可能,8kg,ユンケルゾンネ,,kg,8kg,,日本粉末薬品㈱,別紙規格,購買,日本粉末薬品㈱,0.75kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,―,する,主薬,"10,000",569,C9508,通常,龍眼肉エキス,（未設定）,560 : 龍眼肉エキス ／  ／ 日本粉末薬品㈱ ／ 日本粉末薬品㈱,,12 ヵ月,,龍眼肉エキス,ﾘﾕｳｶﾞﾝﾆｸｴｷｽ,g（1）,,1％,可能,10kg,錠剤:ユンケルゾンネロイヤルα(液剤:ゼネックローヤル3000(2021.5終売)),,kg,10kg,,日本粉末薬品㈱,別紙規格,購買,日本粉末薬品㈱,0.85kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"29,000",57,C1201,通常,イカリ草エキス,（未設定）,022 : イカリ草エキスＳ ／  ／ 日本粉末薬品㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,イカリ草エキス-S,ｲｶﾘｿｳｴｷｽｴｽ,g（1）,,1％,可能,10kg,,images\57.jpg,kg,10kg,,日本粉末薬品㈱,別紙規格,購買,日本バルク薬品㈱,0.85kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,"1,750,000",575,C6401,補正対象,ベラドンナ総アルカロイド,（未設定）,568 : ベラドンナ総アルカロイド ／ 日局 ／ アルプス薬品工業 ／ 日本バルク薬品㈱,,12 ヵ月,福地製薬支給,ベラドンナ総アルカロイド,ﾍﾞﾗﾄﾞﾝﾅｿｳｱﾙｶﾛｲﾄﾞ,g（1）,,1％,可能,0.1kg,gあたりの単価=1750円,images\575.jpg,g,100g,ヒヨスチアミン含量**%,アルプス薬品工業㈱,日局,購買,日本バルク薬品㈱,0.003kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"5,200",578,B3307,通常,ストロベリーエッセンス,（未設定）,569 : ストロベリーエッセンス ／ 別紙規格 ／ 長谷川香料 ／ 安井香料薬品,,12 ヵ月,,ストロベリーエッセンス,ｽﾄﾛﾍﾞﾘｰｴﾂｾﾝｽ,g（1）,,1％,可能,1kg,【比重】規格:0.924～0.936、規格中央値:0.9291,images\578.jpg,kg,1kg,,長谷川香料㈱,香料,購買,安井香料薬品㈱,0.145kg,,
,2 枚,12 ヵ月,14 日,坐剤,使用期限,―,する,主薬,"16,600",58,A1201,通常,イソプロピルメチルフェノール,（未設定）,025 : イソプロピルメチルフェノール  ／  ／ 大阪化成㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),ｲｿﾌﾟﾛﾋﾟﾙﾒﾁﾙﾌｴﾉｰﾙ,g（1）,,1％,可能,0.5kg,,images\58.jpg,kg,500g,,大阪化成㈱,別紙規格,購買,日本バルク薬品㈱,0.018kg,,
,2 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,主薬,"2,450",586,A1131,通常,アスコルビン酸,（未設定）,662 : アスコルビン酸100M　ビ自 ／ 日局 ／ 協和ファーマケミカル ／ 日本バルク薬品㈱,,12 ヵ月,ビオフェルミン原料,アスコルビン酸100M 粉末タイプ,ｱｽｺﾙﾋﾞﾝｻﾝﾋﾔｸﾒﾂｼﾕ ﾌﾝﾏﾂﾀｲﾌﾟ,g（1）,,1％,可能,10kg,ビオフェルミン用原料。終売。,images\586.jpg,kg,10kg,,協和ファーマケミカル㈱,日局,購買,日本バルク薬品㈱,0.2kg,,
,1 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,その他,"17,000",587,A3223,通常,ジメチルポリシロキサン(内服用),（未設定）,666 : ｼﾞﾒﾁｺﾝ350ｃSt　ビ自 ／ 薬添規 ／ ダウコーニング ／ 日本バルク薬品㈱,,60 ヵ月,ビオフェルミン原料,ジメチコン350 cSt,ｼﾞﾒﾁｺﾝ ｻﾝﾋﾞﾔｸｺﾞｼﾞﾕｳ ｼｰｴｽﾃｲｰ,g（1）,,1％,可能,18kg,外部試験1.5ヶ月。製造後1800日以降リテスト不可。土日またぎの納品不可。,images\587.jpg,kg,18kg,,DDP(長瀬産業),薬添規,購買,日本バルク薬品㈱,1.5kg,,
,1 枚,12 ヵ月,30 日,錠剤,使用期限,製造後3.5年,する,その他,"1,420",588,A2411,通常,結晶セルロース,（未設定）,668 : セオラスUF-702　ビ自 ／ 日局 ／ 旭化成 ／ 日本バルク薬品㈱,,12 ヵ月,ビオフェルミン原料,セオラス UF-702(ビオフェルミン用),ｾｵﾗｽ ﾕｰｴﾌﾅﾅｾﾞﾛﾆ.ﾋﾞｵﾌｴﾙﾐﾝﾖｳ.,g（1）,,1％,可能,15kg,ビオフェルミン外部試験,images\588.jpg,kg,15kg,,旭化成㈱,日局,購買,日本バルク薬品㈱,0.365kg,,
,1 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,その他,225,589,A4506,通常,トウモロコシデンプン,（未設定）,656 : ﾄｳﾓﾛｺｼﾃﾞﾝﾌﾟﾝ（松谷乾燥ｺｰﾝｽﾀｰﾁ）　ビ自 ／ 日局 ／ 松谷化学工業 ／ 松谷化学工業,,12 ヵ月,ビオフェルミン原料,松谷乾燥コーンスターチ,ﾏﾂﾀﾆｶﾝｿｳｺｰﾝｽﾀｰﾁ,g（1）,,1％,可能,25kg,注文書の備考:成績書に「白度」記載お願いいたします。,images\589.jpg,kg,25kg,,松谷化学工業㈱,日局,購買,松谷化学工業㈱,0.33kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,"4,400",59,A1204,通常,イノシトール,（未設定）,029 : イノシトール（医薬用） ／  ／ 築野ライスファインケミカルズ㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,イノシトール,ｲﾉｼﾄｰﾙ,g（1）,,1％,可能,10kg,みどりヶ丘工場(新エゾエースH)のみ使用。ゆめぽりす工場、使用製品なし。,,kg,10kg,,築野ライスファインケミカルズ㈱,別紙規格,購買,日本バルク薬品㈱,1.98kg,,
,1 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,その他,351,590,A1132,通常,アメ粉,（未設定）,658 : サンマルト（あめ粉）　ビ自 ／ 薬添規 ／ 林原 ／ ダイト㈱,,12 ヵ月,ビオフェルミン原料,サンマルト 微粉,ｻﾝﾏﾙﾄ ﾋﾞﾌﾝ,g（1）,,1％,可能,20kg,ビオフェルミン原料,images\590.jpg,kg,20kg,,ナガセヴィータ㈱,薬添規,購買,ダイト㈱,0.24kg,,
,2 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,その他,"1,945",591,A1433,通常,エリスリトール,（未設定）,659 : エリスリトール　50M　ビ自 ／ 薬添規 ／ 物産フードサイエンス ／ ダイト㈱,,12 ヵ月,ビオフェルミン原料,エリスリトール 50M,ｴﾘｽﾘﾄｰﾙｺﾞｼﾞﾕｳﾒﾂｼﾕ,g（1）,,1％,可能,20kg,ビオフェルミン外部試験最低発注数量100Kg,images\591.jpg,kg,20kg,,物産フードサイエンス㈱,薬添規,購買,ダイト㈱,0.09kg,,
,1 枚,12 ヵ月,30 日,錠剤,表示なし,―,する,その他,"1,810",592,A2412,通常,軽質無水ケイ酸,（未設定）,667 : サイリシア320（軽質無水ケイ酸）　ビ自 ／ 日局 ／ 富士シリシア ／ 日本バルク薬品㈱,,12 ヵ月,ビオフェルミン原料,軽質無水ケイ酸 サイリシア320,ｹｲｼﾂﾑｽｲｹｲｻﾝ ｻｲﾘｼｱｻﾝﾆｾﾞﾛ,g（1）,,1％,可能,5kg,ビオフェルミン原料,images\592.jpg,kg,5kg,,富士シリシア化学㈱,日局,購買,富士ゲル販売㈱,0.51kg,,
,2 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,その他,680,593,A6314,通常,粉末還元麦芽糖水アメ,（未設定）,657 : アマルティMR-50（粉末麦芽糖水あめ）　ビ自 ／ 薬添規 ／ 三菱商事フードテック ／ ダイト㈱,,12 ヵ月,ビオフェルミン原料 2019/4/1より三菱フードテックは3社統合による社名変更,アマルティ MR-50,ｱﾏﾙﾃｲ ｴﾑｱｰﾙｺﾞｼﾞﾕｳ,g（1）,,1％,可能,20kg,粉末還元麦芽糖水飴,images\593.jpg,kg,20kg,,三菱商事ライフサイエンス㈱,薬添規,購買,ダイト㈱,0.12kg,,
,2 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,その他,"5,715",594,A6211,通常,ヒドロキシプロピルセルロース,（未設定）,661 : HPC-L（ヒドロキシプロピルセルロース-L）（ＦＰ・微粉グレート）　ビ自 ／ 日局 ／ 日本曹達 ／ 金剛薬品,,12 ヵ月,ビオフェルミン原料,HPC-L FP(ビオフェルミン用),ｴｲﾁﾋﾟｰｼｰｴﾙ ｴﾌﾋﾟｰ.ﾋﾞｵﾌｴﾙﾐﾝﾖｳ.,g（1）,,1％,可能,10kg,ビオフェルミン外部試験,images\594.jpg,kg,10kg,,日本曹達㈱,日局,購買,金剛薬品㈱,0.17kg,,
,1 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,その他,"13,800",595,B8102,通常,ヨーグルトオイル №85191H,（未設定）,669 : ヨーグルトオイル№85191H　ビ自 ／ 別紙規格 ／ 日本香料 ／ 日本バルク薬品㈱,,12 ヵ月,ビオフェルミン原料,ヨーグルトオイル №85191H,ﾖｰｸﾞﾙﾄｵｲﾙﾅﾝﾊﾞｰﾊﾁｺﾞｲﾁｷﾕｳｲﾁｴｲﾁ,g（1）,,1％,可能,1kg,,images\595.jpg,kg,1kg,,日本香料薬品㈱,香料,購買,日本香料薬品㈱,0.08kg,,
,1 枚,12 ヵ月,30 日,錠剤,表示なし,―,する,その他,"1,100",597,A330,通常,ステアリン酸マグネシウム,（未設定）,670 : ステアリン酸マグネシウム-S　ビ自 ／ 日局 ／ 日油 ／ 日本バルク薬品㈱,,12 ヵ月,ビオフェルミン原料,ステアリン酸マグネシウム-S,ｽﾃｱﾘﾝｻﾝﾏｸﾞﾈｼｳﾑｴｽ,g（1）,,1％,可能,10kg,,images\597.jpg,kg,10kg,,日油㈱,日局,購買,日本バルク薬品㈱,0.32kg,,
,1 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,主薬,0,598,A9107,通常,ラクトミン,（未設定）,597 : ラクトミン ／  ／ ビオフェルミン製薬㈱ ／ ビオフェルミン製薬㈱,,1 ヵ月,ビオフェルミン原料,ラクトミン(ぽっこり整腸チュアブルa用),ﾗｸﾄﾐﾝ .ﾎﾟﾂｺﾘｾｲﾁﾖｳﾁﾕｱﾌﾞﾙｴｰﾖｳ,g（1）,,1％,可能,2.3kg,ぽっこり(フェーカリス菌)→ぽっこりa(アシドフィルス菌)ロットKAPa→KPTAA,images\598.jpg,kg,2.3kg,,ビオフェルミン製薬㈱,局外規,支給,ビオフェルミン製薬㈱,0.02kg,,
,1 枚,12 ヵ月,30 日,錠剤,使用期限,―,する,主薬,0,599,A6212,通常,ビフィズス菌,（未設定）,596 : ビフィズス菌 ／  ／ ビオフェルミン製薬㈱ ／ ビオフェルミン製薬㈱,,1 ヵ月,ビオフェルミン原料,ビフィズス菌,ﾋﾞﾌｲｽﾞｽｷﾝ,g（1）,,1％,可能,2.3kg,ロットKSPa→KPTAB,images\599.jpg,kg,2.3kg,,ビオフェルミン製薬㈱,局外規,支給,ビオフェルミン製薬㈱,0.02kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,512,6,A9205,通常,DL-リンゴ酸,（未設定）,394 : ＤＬ-リンゴ酸Ｍ ／ 入荷：食添　品管：薬添規 ／ 扶桑化学工業㈱ ／ 不二化学薬品㈱,,12 ヵ月,,リンゴ酸フソウ(TYPE:M),ﾘﾝｺﾞｻﾝﾌｿｳ.ﾀｲﾌﾟ：M.,g（1）,21-007:扶桑化学工業「リンゴ酸フソウM」製造所変更及び包装仕様変更(鹿島事業所品:ロット7桁),1％,可能,25kg,食添を入荷、品管試験で薬添規規格となる。,images\6.jpg,kg,25kg,,扶桑化学工業㈱,薬添規,購買,不二化学薬品㈱,0.24kg,,
,1 枚,12 ヵ月,14 日,外用液,表示なし,納入後3か月(常温未開封),する,その他,485,600,F0159,通常,プロピレングリコール,（未設定）,607 : プロピレングリコール（食添） ／ 食添 ／ ADEKA ／ 日本バルク薬品㈱,,12 ヵ月,ロートピカ泡クール原料,食品添加物 プロピレングリコール,ｼﾖｸﾋﾝﾃﾝｶﾌﾞﾂ ﾌﾟﾛﾋﾟﾚﾝｸﾞﾘｺｰﾙ,g（1）,,1％,可能,18kg,,images\600.jpg,kg,18kg,,㈱ADEKA,食添,購買,日本バルク薬品㈱,1.142kg,,
,1 枚,12 ヵ月,14 日,外用液,表示なし,―,する,その他,430,601,F0160,通常,濃グリセリン,（未設定）,608 : 濃グリセリン（99.5％） ／ 化粧品 ／ 阪本薬品 ／ 日本バルク薬品㈱,,12 ヵ月,ロートピカ泡クール原料,化粧品用濃グリセリン,ｹｼﾖｳﾋﾝﾖｳﾉｳｸﾞﾘｾﾘﾝ,g（1）,,1％,可能,22kg,【22-025】阪本薬品工業製 グリセリン・濃グリセリン 製造設備及び由来原料の変更・メーカーロット附番方法変更2022.12.06入荷分より(2022.12.08ピカ泡LOT.2L1で初回使用),images\601.jpg,kg,22kg,,阪本薬品工業㈱,外原規,購買,日本バルク薬品㈱,1.23kg,,
,2 枚,12 ヵ月,14 日,液剤,表示なし,,する,その他,"3,250",602,F0069,通常,パラオキシ安息香酸ブチル,（未設定）,290 : パラオキシ安息香酸ブチル　（＝メッキンスB）　（食添） ／ 食添 ／ 上野製薬㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,食品添加物 パラオキシ安息香酸ブチル,ｼﾖｸﾋﾝﾃﾝｶﾌﾞﾂ ﾊﾟﾗｵｷｼｱﾝｿｸｺｳｻﾝﾌﾞﾁﾙ,g（1）,,1％,可能,1kg,,,kg,10kg,,上野製薬㈱,食添,購買,日本バルク薬品㈱,0.015kg,,
,2 枚,12 ヵ月,14 日,外用液,表示なし,―,する,その他,"2,400",603,F0162,通常,パラオキシ安息香酸プロピル,（未設定）,610 : パラオキシ安息香酸プロピル（外原規） ／ 外原規 ／ 上野製薬㈱ ／ 日本バルク薬品㈱,,12 ヵ月,ロートピカ泡クール原料,メッキンス-P(パラオキシ安息香酸プロピル),ﾒﾂｷﾝｽﾋﾟｰ..ﾊﾟﾗｵｷｼｱﾝｿｸｺｳｻﾝﾌﾟﾛﾋﾟﾙ.,g（1）,,1％,可能,10kg,外原規・ロートピカ泡クール【19-262-1】上野製薬様パラオキシ安息香酸プロピル 製造工場変更(伊丹工場工程カット)「メッキンス-P(C)」→2022.12/2入荷分より「メッキンス-P」,images\603.jpg,kg,10kg,,上野製薬㈱,外原規,購買,日本バルク薬品㈱,0.015kg,,
